2020-12-19T17:06:05.576560400,Transaction_Type:OPEN,123.0
2020-12-19T17:06:35.940644100,Transaction_Type:LOGIN,123.0
2020-12-19T17:06:41.051073400,Transaction_Type:LOGOUT,123.0
2020-12-19T17:07:03.864896100,Transaction_Type:LOGIN,123.0
2020-12-19T17:07:07.103192900,Transaction_Type:BAL_INQUIRY,123.0
2020-12-19T17:07:16.974517500,Transaction_Type:BAL_INQUIRY,123.0
2020-12-19T17:07:25.805631600,Transaction_Type:BAL_INQUIRY,123.0
2020-12-19T17:07:34.066051700,Transaction_Type:LOGOUT,123.0
2020-12-19T17:08:14.761123400,Transaction_Type:LOGIN,123.0
2020-12-19T17:08:15.964290300,Transaction_Type:BAL_INQUIRY,123.0
2020-12-19T17:08:21.306486300,Transaction_Type:LOGOUT,123.0
2020-12-19T17:09:31.084079400,Transaction_Type:LOGIN,123.0
2020-12-19T17:09:32.584805600,Transaction_Type:BAL_INQUIRY,123.0
2020-12-19T17:09:37.146280400,Transaction_Type:LOGOUT,123.0
2020-12-19T17:10:23.773520500,Transaction_Type:LOGIN,123.0
2020-12-19T17:10:26.601821700,Transaction_Type:BAL_INQUIRY,123.0
2020-12-19T17:10:36.401079100,Transaction_Type:BAL_INQUIRY,123.0
2020-12-19T17:10:43.901118200,Transaction_Type:BAL_INQUIRY,123.0
2020-12-19T17:11:18.935688900,Transaction_Type:CLOSE,123.0
2020-12-19T17:13:13.028962700,Transaction_Type:LOGIN,123.0
2020-12-19T17:13:17.920393300,Transaction_Type:BAL_INQUIRY,123.0
2020-12-19T17:13:19.873474600,Transaction_Type:LOGOUT,123.0
2020-12-19T17:15:47.759287700,Transaction_Type:LOGIN,123.0
2020-12-19T17:16:08.322535100,Transaction_Type:LOGOUT,123.0
2020-12-19T17:17:06.936031800,Transaction_Type:LOGIN,123.0
2020-12-19T17:17:08.628109300,Transaction_Type:LOGOUT,123.0
2020-12-19T17:18:52.079077,Transaction_Type:LOGIN,123.0
2020-12-19T17:18:53.829689800,Transaction_Type:LOGOUT,123.0
2020-12-19T17:19:04.310335700,Transaction_Type:LOGIN,123.0
2020-12-19T17:19:06.770230300,Transaction_Type:LOGOUT,123.0
2020-12-19T17:19:45.212629600,Transaction_Type:LOGIN,123.0
2020-12-19T17:19:47.713273600,Transaction_Type:LOGOUT,123.0
2020-12-19T17:20:24.247278300,Transaction_Type:LOGIN,123.0
2020-12-19T17:20:25.732401700,Transaction_Type:LOGOUT,123.0
2020-12-19T17:20:36.925937100,Transaction_Type:LOGIN,123.0
2020-12-19T17:20:40.276531600,Transaction_Type:BAL_INQUIRY,123.0
2020-12-19T17:21:27.942993900,Transaction_Type:LOGIN,123.0
2020-12-19T17:21:50.553117300,Transaction_Type:LOGOUT,123.0
2020-12-19T17:27:33.854119500,Transaction_Type:LOGIN,123.0
2020-12-19T17:27:36.526825300,Transaction_Type:BAL_INQUIRY,123.0
2020-12-19T17:27:39.917369300,Transaction_Type:BAL_INQUIRY,123.0
2020-12-19T17:27:42.063552300,Transaction_Type:WITHDRAWAL,0.0
2020-12-19T17:27:44.771930,Transaction_Type:BAL_INQUIRY,0.0
2020-12-19T17:27:45.818128200,Transaction_Type:LOGOUT,0.0
2020-12-19T17:27:57.596292,Transaction_Type:LOGIN,0.0
2020-12-19T17:27:59.181228500,Transaction_Type:BAL_INQUIRY,0.0
2020-12-19T17:28:03.222452600,Transaction_Type:DEPOSIT,250.0
2020-12-19T17:28:07.735287100,Transaction_Type:BAL_INQUIRY,250.0
2020-12-19T17:28:09.860290,Transaction_Type:LOGOUT,250.0
2020-12-19T17:29:30.144153900,Transaction_Type:LOGIN,250.0
2020-12-19T17:29:34.988655,Transaction_Type:BAL_INQUIRY,250.0
2020-12-19T17:29:39.504279400,Transaction_Type:LOGOUT,250.0
2020-12-19T17:36:20.006948200,Transaction_Type:LOGIN,250.0
2020-12-19T17:36:22.918985400,Transaction_Type:BAL_INQUIRY,250.0
2020-12-19T17:36:24.262721100,Transaction_Type:LOGOUT,250.0
2020-12-19T17:37:01.990210100,Transaction_Type:LOGIN,250.0
2020-12-19T17:37:03.292912400,Transaction_Type:BAL_INQUIRY,250.0
2020-12-19T17:37:05.105479400,Transaction_Type:LOGOUT,250.0
